id,member_id,loan_amnt,funded_amnt,term,int_rate,installment,sub_grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,addr_state,grade,total_paid
1014091,1241447,11000,11000,60 months,15.96,267.27,C5,Own,55000,Source Verified,Nov-11,Fully Paid,Small Business,Small Business loan,NY,C,11395.77909
369701,385797,10000,10000,30 months,12.53,334.67,C1,Mortgage,114000,Verified,Dec-08,Fully Paid,Debt Consolidation,Consolidate Credit Card Deb,FL,C,12047.76982
741901,939917,10000,10000,30 months,8.49,315.63,A5,Mortgage,68000,Source Verified,May-11,Fully Paid,Debt Consolidation,Debt Loan 2011,CA,A,11362.64078
857636,1070124,15000,15000,60 months,13.99,348.95,C3,Mortgage,60000,Verified,Sep-11,Current,Small Business,Small Business Loan,CO,C,20239.16
1068558,1303163,12000,12000,30 months,10.65,390.88,B2,Rent,62000,Verified,Dec-11,Fully Paid,Credit Card,Credit Card Refinance,TX,B,12780.07239
557621,717933,10000,10000,30 months,14.35,343.48,C4,Rent,30000,Source Verified,Aug-10,Fully Paid,Other,Fix Vehicle and Pay Bills,CT,C,11904.01833
571564,735207,18000,18000,60 months,13.23,411.68,C1,Mortgage,99996,Not Verified,Sep-10,Fully Paid,Debt Consolidation,buggs,FL,C,21637.52175
361393,369825,9450,9450,30 months,10.83,308.63,B3,Rent,70000,Not Verified,Nov-08,Fully Paid,Other,"Taxes - SECA, etc.",CA,B,11110.27551
734671,931223,10000,10000,30 months,13.43,339.02,C3,Rent,52000,Not Verified,Apr-11,Charged Off,Other,wedding loan,NY,C,0
237776,234342,7000,7000,30 months,7.43,217.52,A2,Mortgage,33000,Not Verified,Jan-08,Fully Paid,Other,Going to the chapel,OH,A,7830.662309
568507,731355,3500,3500,30 months,14.35,120.22,C4,Mortgage,70000,Source Verified,Aug-10,Fully Paid,Debt Consolidation,Bill consolidation,RI,C,4328.260775
1003549,1230136,30000,30000,30 months,10.65,977.2,B2,Rent,97000,Verified,Oct-11,Charged Off,Other,Home Buy,MI,B,14800.55
656053,839090,10000,10000,30 months,7.29,310.1,A4,Rent,46200,Verified,Jan-11,Fully Paid,Small Business,Cisco CCVP training for IT professional,TX,A,10727.84636
444435,541879,10000,10000,30 months,14.96,346.45,D2,Rent,165000,Source Verified,Sep-09,Fully Paid,Debt Consolidation,Caroline Lending Club Loan,CA,D,12384.42931
747831,946820,25975,18200,60 months,18.39,466.04,E2,Mortgage,55200,Verified,May-11,Charged Off,Debt Consolidation,Head above water,FL,E,6949.06
852787,1064904,8300,8300,30 months,8.49,261.98,A5,Own,50000,Not Verified,Aug-11,Charged Off,Debt Consolidation,Debt Consolidation Loan,FL,A,878.54
827474,1036429,13400,13400,60 months,22.11,370.94,G1,Rent,1e+05,Verified,Jul-11,Current,Other,DC Loan,NC,G,21871.36
1057064,1288618,5000,5000,30 months,12.42,167.08,B4,Rent,42500,Source Verified,Dec-11,Fully Paid,Debt Consolidation,Dedt Consolidation,IL,B,6014.73
695127,886162,6000,6000,60 months,17.51,150.77,E4,Rent,58000,Verified,Mar-11,Charged Off,Other,amanda,NY,E,6784.65
845166,1056333,14500,14500,60 months,18.79,374.47,E3,Mortgage,36000,Verified,Aug-11,Charged Off,Debt Consolidation,Mom's Loan,OH,E,6365.12
391569,410989,20000,20000,30 months,14.74,690.74,D3,Mortgage,78000,Not Verified,Apr-09,Fully Paid,Debt Consolidation,have credit cards in one bill,IL,D,24866.39175
353675,357398,4900,4900,30 months,14.12,167.76,D5,Rent,32400,Not Verified,Aug-08,Fully Paid,Debt Consolidation,Building a Financial Future,CA,D,6033.359766
742398,940459,20000,20000,60 months,13.49,460.1,C2,Rent,39996,Verified,May-11,Charged Off,Other,Major Purchase Loan,LA,C,4600.27
808954,986476,12000,12000,30 months,10.99,392.81,B3,Rent,57000,Not Verified,Jul-11,Fully Paid,Debt Consolidation,Consolidation,MA,B,13563.03069
856049,1068354,30000,23350,60 months,10.59,502.93,B2,Mortgage,68496,Verified,Sep-11,Current,Other,Horse Property,AZ,B,29120.93
754600,954335,11200,11200,60 months,10.99,243.46,B3,Rent,29000,Not Verified,May-11,Fully Paid,Debt Consolidation,back on track,PA,B,13068.49838
552905,712434,9800,9800,60 months,15.58,236.14,D3,Mortgage,140000,Verified,Jul-10,Fully Paid,Other,Morgan's Wedding,CA,D,11858.19265
318429,318414,12000,5000,30 months,10.71,163.01,B5,Mortgage,80000,Not Verified,Apr-08,Fully Paid,Debt Consolidation,Eliminating Credit Card Debt,RI,B,5828.633576
833103,1042650,10000,10000,30 months,10.99,327.34,B3,Mortgage,35000,Not Verified,Aug-11,Fully Paid,Credit Card,Operation Credit Cards Blow,MO,B,11784.23223
453487,560682,14000,14000,30 months,8.94,444.81,A5,Mortgage,77000,Not Verified,Oct-09,Fully Paid,Home Improvement,New Roof before winter,MA,A,14462.45071
494193,632607,10000,10000,30 months,7.88,312.81,A5,Rent,58000,Not Verified,Apr-10,Fully Paid,Debt Consolidation,Loan here,CA,A,11261.53193
755554,955410,9600,9600,30 months,11.99,318.82,B5,Rent,35000,Not Verified,May-11,Fully Paid,Credit Card,Refinance Credit Cards.,CT,B,11493.30958
666443,852046,25000,25000,30 months,10.74,815.4,B4,Rent,54000,Verified,Feb-11,Fully Paid,Debt Consolidation,Mary's loan,NY,B,27324.93135
368104,382235,16000,16000,30 months,14.42,550.13,D2,Rent,69000,Verified,Dec-08,Fully Paid,Debt Consolidation,Credit Card Debt Consolidation,CA,D,19804.27522
527956,682858,10000,10000,60 months,17.56,251.55,E4,Rent,30000,Source Verified,Jun-10,Charged Off,Debt Consolidation,cindys loan,NV,E,5157.86
997753,1222878,10000,10000,30 months,11.71,330.76,B3,Rent,120000,Not Verified,Oct-11,Fully Paid,Debt Consolidation,3 Promising Years,NY,B,11907.34732
451847,557102,3000,3000,30 months,13.92,102.42,C4,Own,14400,Not Verified,Oct-09,Fully Paid,Other,Always pay my bills.,FL,C,3443.178792
751480,950927,35000,35000,60 months,13.49,805.17,C2,Mortgage,135000,Verified,Jul-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,VA,C,48309.71987
287550,283422,7500,7500,30 months,9.76,241.16,B2,Rent,20000,Not Verified,Apr-08,Fully Paid,Other,island school of building arts,MT,B,8681.74729
736123,932954,10000,10000,30 months,7.66,311.8,A5,Rent,79200,Not Verified,Apr-11,Fully Paid,Debt Consolidation,Debt Consolidation,CA,A,10565.88303
1016374,1243873,3000,3000,30 months,12.42,100.25,B4,Rent,43500,Verified,Nov-11,Fully Paid,Other,3K,NC,B,3638.827802
591400,759599,5500,5500,30 months,5.79,166.8,A2,Rent,21000,Verified,Nov-10,Fully Paid,Other,Catch Up,VA,A,6004.806363
601184,771478,20000,20000,30 months,9.25,638.33,B2,Mortgage,135000,Verified,Oct-10,Fully Paid,Credit Card,Credit Card  Refinance,CA,B,20155.87
1045885,1276311,25000,25000,60 months,24.11,720.8,G5,Mortgage,145000,Verified,Dec-11,Fully Paid,Credit Card,Credit Card Loan,TX,G,31602.40156
524680,678872,15000,15000,60 months,15.58,361.44,D3,Mortgage,46000,Source Verified,Jun-10,Charged Off,Debt Consolidation,Angela Debt Consolidation,OH,D,5775.04
196027,196018,3000,3000,30 months,9.01,95.42,B2,Rent,10000,Not Verified,Jan-08,Fully Paid,Debt Consolidation,Credit Card Debt,WA,B,3432.784025
259778,259773,13500,13500,30 months,11.97,448.2,C4,Rent,78000,Not Verified,Feb-08,Fully Paid,Home Improvement,Home improvment,VA,C,16135.20198
1030940,1260544,12000,12000,60 months,14.65,283.28,C3,Rent,40000,Not Verified,Nov-11,Fully Paid,Credit Card,No More High Interest Credit Cards,TX,C,15414.36204
742241,940288,11000,11000,30 months,7.49,342.12,A4,Own,45000,Not Verified,May-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,FL,A,12316.23482
984990,1208436,3000,3000,30 months,13.49,101.8,C1,Rent,40000,Not Verified,Oct-11,Fully Paid,Other,credit cards,VA,C,3664.418853
729502,925288,15000,15000,30 months,9.63,481.41,B1,Mortgage,77004,Source Verified,Apr-11,Fully Paid,Debt Consolidation,debt consolidation,FL,B,17330.60631
715004,908488,2000,2000,30 months,5.79,60.66,A2,Rent,14400,Source Verified,Apr-11,Fully Paid,Debt Consolidation,Tracey needs to save money!,NC,A,2183.515076
494256,632706,10000,10000,30 months,9.88,322.11,B1,Rent,60000,Not Verified,Mar-10,Fully Paid,Debt Consolidation,Consolidating Credit Card Debt,NY,B,11596.55706
688740,878917,24000,24000,60 months,19.74,632.39,F5,Mortgage,88860,Verified,Mar-11,Fully Paid,Other,Payoff 2nd to Sell Home and Buy New One,OH,F,35010.21202
747645,946601,3200,3200,30 months,10.59,104.15,B2,Mortgage,160000,Not Verified,May-11,Fully Paid,Home Improvement,Bathroom Home Improvement,MA,B,3576.438286
663412,848304,25000,25000,30 months,19.74,925.79,F5,Mortgage,75000,Verified,Feb-11,Fully Paid,Debt Consolidation,Debt Consolidation/Family Medical,GA,F,33328.49338
777239,979705,4000,4000,30 months,6.99,123.5,A3,Mortgage,63000,Not Verified,Jun-11,Fully Paid,Other,boat,FL,A,4445.604738
833244,1042803,10000,10000,60 months,17.99,253.88,E1,Rent,50004,Not Verified,Aug-11,Current,Other,personal,FL,E,14987.71
1059120,1290934,17475,17475,60 months,7.9,353.5,A4,Mortgage,90000,Verified,Dec-11,Current,Home Improvement,Home improvement,NY,A,19398.8
642028,821801,12000,12000,30 months,8.88,380.93,B1,Rent,36000,Not Verified,Jan-11,Fully Paid,Debt Consolidation,Debty Consolidation Loan,NC,B,13204.47279
831318,1040533,30800,20450,60 months,10.99,444.54,B3,Rent,70000,Verified,Sep-11,Charged Off,Credit Card,Road to Freedom,CA,B,2663.34
876048,1090640,6800,6800,30 months,5.42,205.09,A1,Rent,70000,Verified,Sep-11,Fully Paid,Other,Puerto Vallarta Wedding Loan,NY,A,7383.120001
589082,756770,13600,13600,30 months,15.58,475.33,D3,Rent,49000,Verified,Oct-10,Fully Paid,Debt Consolidation,Debt,MD,D,16141.70101
970963,1192452,11000,11000,30 months,12.42,367.57,B4,Rent,63000,Verified,Oct-11,Fully Paid,Debt Consolidation,Consolidation Loan,MA,B,13088.59551
510146,658665,10750,10750,60 months,13.98,250.03,C3,Own,25000,Source Verified,Jul-10,Fully Paid,Debt Consolidation,5 yr loan,WV,C,14848.19032
635024,813477,4000,4000,30 months,5.79,121.31,A2,Mortgage,75000,Verified,Dec-10,Fully Paid,Other,Aaron's Car,TX,A,4307.160638
406781,455560,5000,5000,30 months,9.32,159.74,A4,Rent,27000,Not Verified,May-09,Fully Paid,Other,Need to finish our home,CA,A,5749.138812
981998,1205183,9000,9000,30 months,11.71,297.69,B3,Mortgage,43000,Not Verified,Oct-11,Fully Paid,Other,Green Loan,FL,B,10716.58
572896,736921,4625,4625,60 months,11.12,100.84,B3,Rent,26000,Not Verified,Sep-10,Charged Off,Other,Ralph's loan,CA,B,905.69
544790,702718,12000,12000,30 months,11.12,393.55,B3,Mortgage,62000,Source Verified,Jul-10,Fully Paid,Credit Card,three-year,OH,B,13698.1117
809956,1016833,30000,22325,60 months,13.99,519.35,C3,Own,102000,Verified,Jul-11,Fully Paid,Debt Consolidation,Personal Loan,CO,C,31066.61998
966657,1187537,30750,30750,60 months,14.27,719.82,C2,Mortgage,62000,Verified,Oct-11,Fully Paid,Debt Consolidation,Shoes2011,AL,C,42160.83997
764198,964886,8000,8000,60 months,15.23,191.29,C5,Rent,90000,Source Verified,May-11,Fully Paid,Debt Consolidation,Debt Consolidation,VA,C,11477.10076
812794,1020028,6000,6000,30 months,15.23,208.67,C5,Mortgage,78408,Source Verified,Jul-11,Fully Paid,Other,relocation,KY,C,7512.047488
994940,1219598,3800,3800,30 months,6.03,115.66,A1,Mortgage,85000,Not Verified,Oct-11,Fully Paid,Debt Consolidation,Debt Concolidation,UT,A,3890.710811
677902,866126,16000,16000,60 months,16.77,395.67,E2,Mortgage,168000,Source Verified,Feb-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,CA,E,23739.76
1037841,1267735,3500,3500,30 months,7.9,109.52,A4,Mortgage,60000,Not Verified,Nov-11,Fully Paid,Home Improvement,Home Improvement Loan,NC,A,3721.519333
551883,711191,14400,14400,30 months,7.51,448,A4,Mortgage,65000,Source Verified,Jul-10,Fully Paid,Debt Consolidation,3 year payoff loan,CA,A,16051.47634
598134,767707,25000,15825,60 months,13.23,361.94,C1,Mortgage,80000,Not Verified,Oct-10,Fully Paid,Debt Consolidation,GET OUT OF DEPT,TX,C,21715.83827
603126,773897,12500,12500,60 months,6.17,242.65,A3,Mortgage,60000,Not Verified,Oct-10,Fully Paid,Debt Consolidation,loan,NY,A,14558.96392
611317,783946,2500,2500,60 months,12.98,56.86,C3,Rent,70000,Not Verified,Nov-10,Charged Off,Small Business,business,CA,C,2988.8
834976,1044880,17500,17500,60 months,20.99,473.34,F3,Rent,45000,Source Verified,Aug-11,Charged Off,Debt Consolidation,2011 consolidation,NY,F,20260.26
596907,766209,7500,7500,30 months,11.86,248.61,B5,Mortgage,129996,Verified,Oct-10,Fully Paid,Other,coolheatsleep,IL,B,8950.457415
478050,606824,15000,15000,30 months,14.61,517.13,D1,Rent,36000,Not Verified,Jan-10,Fully Paid,Other,Container of furniture,TX,D,18617.15142
496226,635795,5000,5000,30 months,11.36,164.56,B5,Mortgage,80000,Not Verified,Mar-10,Fully Paid,Other,bombdog,MI,B,5924.49687
745900,944535,3200,3200,30 months,13.99,109.36,C3,Rent,30000,Not Verified,May-11,Fully Paid,Credit Card,Card Payoff,WA,C,3642.169608
681074,870026,15000,15000,60 months,20.11,398.33,G1,Rent,40000,Source Verified,Feb-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,MA,G,20262.18053
526999,681700,3000,3000,30 months,15.95,105.4,D4,Rent,50000,Source Verified,Jun-10,Fully Paid,Other,Moving to San Antonio,AZ,D,3794.503771
526429,681017,18200,18200,30 months,7.51,566.22,A4,Mortgage,61000,Verified,Jun-10,Fully Paid,Credit Card,Credit Free,VA,A,20384.20484
707056,899360,4000,4000,30 months,6.92,123.37,A3,Rent,50004,Source Verified,Mar-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,NJ,A,4441.006169
778387,980932,10000,10000,30 months,7.49,311.02,A4,Mortgage,37000,Verified,Jun-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,TX,A,10687.61704
513696,663776,20000,20000,30 months,14.96,692.92,D2,Mortgage,79894,Verified,May-10,Fully Paid,Debt Consolidation,Getting out of Debt with consolidation,OH,D,22236.04845
386495,418787,4000,4000,30 months,13.47,135.7,C4,Rent,20000,Source Verified,Mar-09,Fully Paid,Other,First Time Home Buyers need Down Payment,MI,C,4884.773702
638816,818269,15000,15000,60 months,14.17,350.35,C5,Mortgage,78000,Verified,Feb-11,Fully Paid,Debt Consolidation,Credit Cards,IL,C,18635.21649
512258,661817,4000,4000,30 months,10.99,130.95,B4,Rent,12000,Not Verified,May-10,Fully Paid,Other,myloan,TX,B,4704.05669
715990,909739,4800,4800,60 months,10.74,103.75,B4,Rent,125000,Source Verified,Apr-11,Fully Paid,Home Improvement,Adding 4th Unit on 3 Unit Home,NH,B,5780.947445
642240,822052,23000,23000,30 months,6.54,705.35,A4,Rent,91440,Verified,Jan-11,Fully Paid,Debt Consolidation,Debt Free Begins,MD,A,24460.93389
981451,1204618,7200,7200,30 months,7.9,225.29,A4,Rent,94000,Source Verified,Oct-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,NY,A,8045.55069
827721,1036696,2000,2000,30 months,17.49,71.8,D5,Rent,14400,Source Verified,Jul-11,Fully Paid,Debt Consolidation,debt relief,WA,D,2508.288117
866400,1079862,6625,6625,30 months,15.23,230.41,C5,Mortgage,40269,Not Verified,Aug-11,Fully Paid,Other,Consolidate bills,FL,C,8294.519574
673800,861236,20000,20000,30 months,14.54,688.81,D1,Rent,42000,Verified,Feb-11,Fully Paid,Debt Consolidation,myhccdc,GA,D,24797.14981
1004079,1230504,6000,6000,30 months,8.9,190.52,A5,Rent,41000,Source Verified,Oct-11,Fully Paid,Credit Card,CC Refinance,TX,A,6858.690042
519960,672160,16000,16000,60 months,16.82,396.1,E2,Own,55000,Verified,May-10,Charged Off,Debt Consolidation,Debt Consolidation,CA,E,3563.59
678614,866956,3000,3000,60 months,15.28,71.82,D3,Rent,44400,Not Verified,Feb-11,Fully Paid,Other,Meeting the Inlaws,DE,D,4308.299999
429085,508193,7500,7500,30 months,15.37,261.35,D5,Rent,45000,Not Verified,Jul-09,Fully Paid,Debt Consolidation,Personal Loan,CA,D,9423.638224
717550,911640,2400,2400,60 months,16.4,58.88,E1,Rent,14004,Source Verified,Apr-11,Charged Off,Other,Personal,PA,E,2563.22
1012019,1239132,18550,18550,60 months,17.27,463.72,D3,Mortgage,54000,Verified,Nov-11,Charged Off,Small Business,Business Loan,DE,D,6933.65
553806,713521,7200,7200,30 months,7.88,225.23,A5,Mortgage,40200,Verified,Jul-10,Fully Paid,Debt Consolidation,Debt Consolidation 101,VA,A,8108.652587
548816,707501,10000,10000,60 months,11.86,221.74,B5,Rent,60000,Verified,Jul-10,Fully Paid,Other,Eli's Dream,CA,B,12428.20231
468025,589253,5000,5000,30 months,8.59,158.06,A4,Mortgage,62000,Not Verified,Dec-09,Fully Paid,Other,Personal Loan,VA,A,5639.779382
780159,982917,24000,17200,30 months,15.62,601.48,C4,Own,190000,Source Verified,Jun-11,Fully Paid,Debt Consolidation,Note Consolidation,FL,C,21383.78426
583936,750333,1600,1600,30 months,11.12,52.48,B3,Rent,26880,Source Verified,Sep-10,Fully Paid,Debt Consolidation,bills,CA,B,1846.85
770058,971630,3500,3500,30 months,6.99,108.06,A3,Mortgage,36000,Verified,Jun-11,Fully Paid,Debt Consolidation,Let's Consolidate Some Debt,UT,A,3724.340191
514875,665547,16000,16000,30 months,12.73,537.03,C1,Mortgage,66912,Verified,May-10,Fully Paid,Credit Card,Get rid of high interest credit cards,CA,C,19334.95555
602127,772600,2500,2500,30 months,6.91,77.09,A5,Mortgage,29004,Verified,Oct-10,Fully Paid,Home Improvement,furnace,OH,A,2775.315626
772189,974096,9075,9075,30 months,7.49,282.25,A4,Mortgage,85000,Not Verified,Jun-11,Fully Paid,Credit Card,Debt consolodation,GA,A,10160.8895
632284,809998,15000,15000,60 months,12.23,335.42,C1,Mortgage,1e+05,Verified,Dec-10,Fully Paid,Other,Dental Loan,TX,C,19519.0514
626002,802195,25000,15950,60 months,13.72,368.82,C5,Rent,71000,Verified,Dec-10,Fully Paid,Debt Consolidation,PL 2010,FL,C,22151.25998
1020628,1249417,19000,19000,60 months,12.69,429.3,B5,Rent,38000,Verified,Nov-11,Fully Paid,Debt Consolidation,investment,NY,B,22379.98567
979822,1202976,8800,8800,30 months,14.27,301.92,C2,Mortgage,174000,Source Verified,Oct-11,Fully Paid,Credit Card,card payoff,NJ,C,10197.16819
887185,1103320,18000,18000,60 months,19.03,467.23,E2,Rent,90240,Verified,Sep-11,Fully Paid,Debt Consolidation,REORGANIZATION/CONSOLIDATION,CA,E,26529.30003
570580,733963,3600,3600,30 months,11.86,119.34,B5,Mortgage,87550,Not Verified,Aug-10,Fully Paid,Debt Consolidation,Personal debt consolidation,NJ,B,4284.669501
611041,783614,10000,10000,30 months,12.98,336.85,C3,Own,60000,Source Verified,Nov-10,Fully Paid,Debt Consolidation,Dept Repair,NV,C,11421.11285
574703,739316,8400,8400,60 months,17.19,209.63,E3,Rent,40000,Source Verified,Sep-10,Charged Off,Other,Wedding,CA,E,9275.15
776809,979216,4600,4600,60 months,20.25,122.52,F1,Rent,40000,Source Verified,Jun-11,Fully Paid,Other,personal loan jw,MD,F,5993.594282
293471,293468,5000,5000,30 months,12.92,168.28,D2,Rent,42100,Not Verified,Mar-08,Charged Off,Debt Consolidation,Consolidate,CO,D,5414.29
989467,1213426,9250,9250,30 months,7.9,289.44,A4,Mortgage,92700,Verified,Oct-11,Fully Paid,Debt Consolidation,Consolidation Loan,OH,A,10419.64
1062833,1294709,12875,8475,60 months,17.58,213.28,D4,Rent,27600,Verified,Dec-11,Fully Paid,Debt Consolidation,MONEY TREE,CA,D,11224.59391
758046,958161,7000,7000,60 months,13.49,161.04,C2,Rent,36000,Verified,May-11,Fully Paid,Other,personal loan,NY,C,9661.793175
636676,815592,6000,6000,30 months,5.79,181.97,A2,Mortgage,51000,Not Verified,Dec-10,Fully Paid,Other,2000 F250 Superduty,NY,A,6550.66405
1019333,1248020,4000,4000,30 months,6.62,122.82,A2,Mortgage,47580,Not Verified,Nov-11,Fully Paid,Debt Consolidation,Year End 2011,KS,A,4421.31
1004462,1230902,18400,18400,60 months,23.13,520.08,G2,Mortgage,75000,Verified,Nov-11,Charged Off,Other,Homie,FL,G,9707.88
496997,637002,5000,5000,30 months,7.14,154.7,A3,Mortgage,54000,Not Verified,Mar-10,Fully Paid,Credit Card,Refinancing credit card for a better rate,NJ,A,5569.34214
738971,936482,28000,28000,60 months,10.99,608.65,B3,Mortgage,102000,Source Verified,Apr-11,Fully Paid,Other,1 new loan,CA,B,36044.66723
550309,709357,1000,1000,30 months,14.72,34.53,C5,Mortgage,74000,Not Verified,Jul-10,Charged Off,Other,Medical Bed,TX,C,536.5
804762,1010672,19200,19200,30 months,10.99,628.5,B3,Rent,125000,Source Verified,Jul-11,Fully Paid,Debt Consolidation,Finance Me,MA,B,22425.75391
428462,507009,17000,17000,30 months,12.84,571.51,C2,Mortgage,26000,Verified,Jul-09,Charged Off,Other,wedding,OH,C,4670.87
157130,157071,25000,25000,30 months,13.12,843.8,D5,Mortgage,250000,Not Verified,Dec-07,Charged Off,Small Business,Webmedrecords Inc,MT,D,10965.59
666725,852389,16000,16000,30 months,13.06,539.57,C2,Mortgage,72087,Verified,Feb-11,Fully Paid,Other,Alaska,FL,C,19420.6425
573275,737378,4750,4750,60 months,15.21,113.53,D2,Mortgage,27600,Not Verified,Sep-10,Fully Paid,Home Improvement,Kitchen Loan,OH,D,6607.989011
633116,811072,10000,10000,30 months,9.62,320.9,B3,Mortgage,89000,Verified,Jan-11,Fully Paid,Debt Consolidation,debt eliminator,MD,B,11552.29004
787539,991089,12000,10150,30 months,8.49,320.37,A5,Mortgage,85920,Verified,Jun-11,Fully Paid,Home Improvement,Time to paint the exterior!,RI,A,10674.55357
604215,775216,6000,6000,60 months,5.79,115.42,A2,Mortgage,63600,Not Verified,Oct-10,Fully Paid,Other,Military Deuce,KS,A,6029.35
377926,402439,6000,6000,30 months,8,188.02,A3,Rent,25000,Verified,Feb-09,Fully Paid,Small Business,Chocolate for the people,CA,A,6745.366136
321575,319300,9700,6700,30 months,11.34,220.43,C2,Rent,28000,Not Verified,Apr-08,Charged Off,Other,Take over a profitable small business@@,FL,C,3282.05
1020629,1249418,5000,5000,30 months,11.71,165.38,B3,Rent,48000,Source Verified,Nov-11,Fully Paid,Small Business,small_business,VA,B,5232.476134
518445,670145,7000,7000,30 months,7.51,217.78,A4,Rent,22884,Verified,May-10,Fully Paid,Debt Consolidation,Ange,OH,A,7840.203938
776187,978510,17000,17000,60 months,17.99,431.6,E1,Rent,85000,Verified,Jun-11,Fully Paid,Debt Consolidation,Consolidation,NY,E,25895.59993
997674,1222789,8000,8000,30 months,7.51,248.89,A3,Rent,36000,Source Verified,Oct-11,Fully Paid,Debt Consolidation,consolidate from moving expenses,SC,A,8358.359965
997574,1222479,10000,10000,60 months,14.65,236.07,C3,Mortgage,41904,Source Verified,Oct-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,MI,C,14020.02
596403,765618,11000,11000,30 months,7.14,340.36,A3,Own,70000,Verified,Oct-10,Fully Paid,Credit Card,Personal Loan,MI,A,12253.52847
796943,1001851,10000,10000,30 months,5.42,301.6,A1,Rent,28000,Not Verified,Jul-11,Fully Paid,Debt Consolidation,WYOMING,IL,A,10857.53439
829990,1039127,2125,2125,30 months,12.99,71.59,C1,Mortgage,46000,Source Verified,Jul-11,Fully Paid,Debt Consolidation,Get CC's gone,NM,C,2365.041008
1062929,1295416,15000,15000,60 months,17.58,377.49,D4,Mortgage,110000,Verified,Dec-11,Fully Paid,Home Improvement,Remodel,UT,D,17854.60083
786529,989927,4800,4075,30 months,5.99,123.96,A2,Rent,89000,Verified,Jun-11,Fully Paid,Other,Personal Loan,OK,A,4449.886942
759678,959934,2600,2600,30 months,13.49,88.22,C2,Rent,32000,Verified,May-11,Fully Paid,Debt Consolidation,Debt Consolidation Loan,MA,C,3175.883504
428482,507052,12000,12000,30 months,15.37,418.16,D5,Rent,55000,Verified,Jul-09,Fully Paid,Debt Consolidation,credit cards,WA,D,14975.60406
591000,759094,10000,10000,30 months,7.51,311.11,A4,Rent,23387,Not Verified,Oct-10,Fully Paid,Debt Consolidation,Outstanding Expenses,PA,A,11200.25135
427860,505840,3200,3200,30 months,8,100.28,A3,Rent,30000,Not Verified,Jul-09,Fully Paid,Other,Motorcycle Loan,CA,A,3472.437876
475768,602449,15000,15000,30 months,12.87,504.5,C1,Mortgage,76500,Not Verified,Jan-10,Fully Paid,Debt Consolidation,Discipline in 2010,OH,C,18162.62507
561655,722802,15000,15000,30 months,11.86,497.22,B5,Rent,67704,Source Verified,Aug-10,Fully Paid,Debt Consolidation,Consolidation,VA,B,17588.713
678292,866570,35000,35000,60 months,16.77,865.52,E2,Mortgage,87000,Verified,Feb-11,Fully Paid,Debt Consolidation,Consolidate,NC,E,45468.38421
1036307,1266169,11100,11100,60 months,15.96,269.7,C5,Mortgage,50000,Verified,Dec-11,Fully Paid,Debt Consolidation,The Blessing Loan,WV,C,14764.2117
645795,826308,15000,15000,60 months,10.36,321.37,B5,Mortgage,60000,Source Verified,Jan-11,Fully Paid,Debt Consolidation,debt loan,OH,B,17706.85171
348303,343738,7500,7500,30 months,8.32,236.14,A4,Rent,37676,Not Verified,May-08,Fully Paid,Other,Buying Investment Properties,MS,A,8500.688049
149874,149564,12000,12000,30 months,9.64,385.19,B4,Mortgage,32000,Not Verified,Nov-07,Charged Off,Home Improvement,Personal Loan,CT,B,15789.49
618925,793331,25000,25000,60 months,13.72,578.09,C5,Mortgage,56000,Verified,Dec-10,Fully Paid,Home Improvement,Home Improvement Loan,GA,C,34684.86
433805,517070,16000,16000,30 months,8.94,508.35,A5,Mortgage,125000,Not Verified,Dec-09,Fully Paid,Credit Card,Refi CC balance,CA,A,18300.31589
528575,683594,8500,8500,30 months,14.35,291.96,C4,Own,39000,Verified,Jun-10,Fully Paid,Debt Consolidation,Loan Agreement,NJ,C,10555.56351
707054,899357,17600,17600,60 months,12.68,397.58,C1,Rent,48000,Source Verified,Mar-11,Fully Paid,Other,NSX Loan,MD,C,20293.69997
1069030,1303473,16425,16425,30 months,14.27,563.53,C2,Rent,44544,Source Verified,Dec-11,Fully Paid,Debt Consolidation,New Start,CA,C,18174.82881
420675,494126,6000,6000,30 months,14.11,205.38,D1,Rent,36000,Not Verified,Jul-09,Charged Off,Debt Consolidation,Credit Card Consolidation,CA,D,4723.2
569188,732232,6400,6400,30 months,13.23,216.36,C1,Mortgage,67000,Not Verified,Aug-10,Fully Paid,Home Improvement,August2010Buidling,KY,C,7638.527549
594919,763869,4400,4400,30 months,14.84,152.19,D1,Own,39000,Not Verified,Oct-10,Fully Paid,Other,66 Mustang,DE,D,5438.086404
600641,770881,3000,3000,30 months,12.23,99.98,C1,Rent,56000.04,Source Verified,Oct-10,Charged Off,Debt Consolidation,Piece of Mind Loan,DC,C,2992.8
482296,613511,20000,20000,30 months,14.22,685.69,C5,Mortgage,216000,Verified,Feb-10,Fully Paid,Debt Consolidation,Home Improvement Loans Consolidation,CA,C,24685.71228
